systemNumber,accessionNumber,objectType,_primaryTitle,_primaryImageId,_primaryDate,_primaryPlace,_warningTypes,_currentLocation.id,_currentLocation.displayName,_currentLocation.type,_currentLocation.site,_currentLocation.onDisplay,_primaryMaker.name,_primaryMaker.association,_images._primary_thumbnail,_images._iiif_image_base_url,_images._iiif_presentation_url,_images.imageResolution
O430758,IS.160-1881,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430757,IS.162-1881,Painting,,2016JB8577,,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2016JB8577/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2016JB8577/,https://iiif.vam.ac.uk/collections/O430757/manifest.json,high
O430756,IS.169-1881,Painting,,2016JA4626,,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2016JA4626/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2016JA4626/,https://iiif.vam.ac.uk/collections/O430756/manifest.json,high
O430755,IS.171-1881,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430754,IS.174-1881,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430753,IS.177-1881,Painting,"View of Fatehpur Sikri, Agra",2008BU9116,1852,India,[],THES49620,In store,storage,VA,False,"Carpenter, William",artist,"https://framemark.vam.ac.uk/collections/2008BU9116/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2008BU9116/,https://iiif.vam.ac.uk/collections/O430753/manifest.json,high
O430752,IS.178-1881,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430751,IS.181-1881,Painting,,2007BP3291,,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2007BP3291/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2007BP3291/,https://iiif.vam.ac.uk/collections/O430751/manifest.json,high
O430750,IS.182-1881,Painting,The Taj Mahal,2008BU9117,1852,India,[],THES49620,In store,storage,VA,False,"Carpenter, William",artist,"https://framemark.vam.ac.uk/collections/2008BU9117/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2008BU9117/,https://iiif.vam.ac.uk/collections/O430750/manifest.json,high
O430749,IS.185-1881,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430748,IS.192-1881,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430747,IS.43-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430746,IS.44-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430745,IS.47-1882,Painting,"Interior of the Golden Temple, Amritsar",2006AY9113,Probably Feb 1854,India,[],THES49620,In store,storage,VA,False,William Carpenter,artist,"https://framemark.vam.ac.uk/collections/2006AY9113/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AY9113/,https://iiif.vam.ac.uk/collections/O430745/manifest.json,high
O430744,IS.65-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430743,IS.66-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430742,IS.70-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430741,IS.72-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430740,IS.78-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430739,IS.79-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430738,IS.81-1882,Painting,,2013GL0889,,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2013GL0889/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GL0889/,https://iiif.vam.ac.uk/collections/O430738/manifest.json,high
O430737,IS.86-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430736,IS.87-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430735,IS.90-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430734,IS.102-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O430733,IS.103-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432002,IS.158-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432001,IS.163-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432000,IS.165-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432314,643-1870,Painting,One of twelve miniatures depicting Mughal rulers of India; head and shoulders in profile.,2011EW0998,ca. 1850,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW0998/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW0998/,https://iiif.vam.ac.uk/collections/O432314/manifest.json,high
O432318,639-1870,Painting,One of twelve miniatures depicting Mughal rulers of India; head and shoulders in profile.,2011EW1025,ca. 1850,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW1025/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW1025/,https://iiif.vam.ac.uk/collections/O432318/manifest.json,high
O432312,647-1870,Painting,One of twelve miniatures depicting Mughal rulers of India; head and shoulders in profile.,2011EW1018,ca. 1850,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW1018/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW1018/,https://iiif.vam.ac.uk/collections/O432312/manifest.json,high
O157572,D.1308-1889,Painting,,2006AJ7026,,,[],THES49632,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2006AJ7026/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AJ7026/,https://iiif.vam.ac.uk/collections/O157572/manifest.json,high
O126469,286-1871,Painting,One of five views of Delhi.,2011EW1041,ca. 1850,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW1041/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW1041/,https://iiif.vam.ac.uk/collections/O126469/manifest.json,high
O18429,289-1871,Painting,Portrait of Akbar II with Sir Charles Theophilus Metcalf and court dignitaries,2011EV9006,ca. 1825,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EV9006/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EV9006/,https://iiif.vam.ac.uk/collections/O18429/manifest.json,high
O432313,644-1870,Painting,One of twelve miniatures depicting Mughal rulers of India; head and shoulders in profile.,2011EW1021,ca. 1850,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW1021/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW1021/,https://iiif.vam.ac.uk/collections/O432313/manifest.json,high
O432320,442-1865,Painting,"A lady in a blue, gold-edged sari.",2011EW1036,ca. 1850,Delhi,[],THES49192,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW1036/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW1036/,https://iiif.vam.ac.uk/collections/O432320/manifest.json,high
O434221,692:7-1876,Painting,,,18th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434220,692:8-1876,Painting,,2019LK4156,18th century,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2019LK4156/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2019LK4156/,https://iiif.vam.ac.uk/collections/O434220/manifest.json,high
O434219,692:16-1876,Painting,,,18th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434218,692:19-1876,Painting,,,18th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434217,692:20-1876,Painting,,,18th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434216,692:23-1876,Painting,,,18th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434214,704-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434213,704A-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434212,704B-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434211,704C-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434210,704D-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434209,704E-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434208,704F-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434207,704G-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434206,704H-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434205,704I-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434204,704J-1876,Painting,,,19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434203,706A-1876,Painting,,,17th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434202,706B-1876,Painting,,,1644-1645,Iran,[],THES49620,In store,storage,VA,False,,,,,,
O434201,706C-1876,Painting,,,17th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434200,132:1-1885,Painting,,2017KC2257,second half 17th century,Mughal Empire,[],THES49192,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2017KC2257/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2017KC2257/,https://iiif.vam.ac.uk/collections/O434200/manifest.json,high
O434199,132:2-1885,Painting,,,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,,,,
O434198,132:23-1885,Painting,,,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,,,,
O434194,520A-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434129,IS.3393:1-1883,Painting,,2019LK4216,late 19th century,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2019LK4216/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2019LK4216/,https://iiif.vam.ac.uk/collections/O434129/manifest.json,high
O434128,IS.3393:2-1883,Painting,,2006BE9870,19th century,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2006BE9870/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006BE9870/,https://iiif.vam.ac.uk/collections/O434128/manifest.json,high
O434127,IS.3393:17-1883,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434126,IS.3393:21-1883,Painting,,2006BF5182,late 19th century,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2006BF5182/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006BF5182/,https://iiif.vam.ac.uk/collections/O434126/manifest.json,high
O434125,IS.3393:22-1883,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434124,IS.3393:23-1883,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434123,IS.3393:24-1883,Painting,,2019LK4138,late 19th century,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2019LK4138/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2019LK4138/,https://iiif.vam.ac.uk/collections/O434123/manifest.json,high
O434122,IS.3393:39-1883,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434121,IS.3393:40-1883,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O432036,IS.94-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432035,IS.95-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432034,IS.97-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432033,IS.98-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432032,IS.99-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432031,IS.100-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432030,IS.101-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432029,IS.104-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432028,IS.106-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432027,IS.108-1882,Painting,"A Hindu religious festival, Kashmir.",,c. 1854,,[],THES49620,In store,storage,VA,False,,,,,,
O432026,IS.110-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432025,IS.112-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432024,IS.115-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432023,IS.119-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432022,IS.120-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432021,IS.122-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432020,IS.123-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432019,IS.125-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432018,IS.128-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432017,IS.130-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432016,IS.131-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432015,IS.133-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432014,IS.134-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432013,IS.136-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432012,IS.137-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432011,IS.139-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432010,IS.141-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432009,IS.142-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432008,IS.144-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432007,IS.146-1882,Painting,,2006AR0127,c. 1854,,[],THES49620,In store,storage,VA,False,,,"https://framemark.vam.ac.uk/collections/2006AR0127/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2006AR0127/,https://iiif.vam.ac.uk/collections/O432007/manifest.json,high
O432006,IS.148-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432005,IS.149-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432004,IS.151-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O432003,IS.156-1882,Painting,,,,,[],THES49620,In store,storage,VA,False,,,,,,
O403700,D.402-1889,Painting,,2013GL3763,mid 19th century,Rajasthan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GL3763/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GL3763/,https://iiif.vam.ac.uk/collections/O403700/manifest.json,high
O403699,D.405-1889,Painting,Shiva,2013GL3776,ca. 1770,Murshidabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GL3776/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GL3776/,https://iiif.vam.ac.uk/collections/O403699/manifest.json,high
O403698,D.406-1889,Painting,Khambavati Ragini,2013GL3778,ca. 1760,Murshidabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GL3778/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GL3778/,https://iiif.vam.ac.uk/collections/O403698/manifest.json,high
O403697,D.407-1889,Painting,Krishna,2013GL3735,ca. 1770,MUrshidabad,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GL3735/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GL3735/,https://iiif.vam.ac.uk/collections/O403697/manifest.json,high
O432307,279-1871,Painting,One of Eleven bust portraits depicting Mughal ladies and princesses.,2011EW1047,ca. 1860 - 1870,Delhi,[],THES49192,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW1047/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW1047/,https://iiif.vam.ac.uk/collections/O432307/manifest.json,high
O432306,280-1871,Painting,One of eleven bust portraits depicting Mughal ladies and princesses.,2011EW1037,ca. 1860 - 1870,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EW1037/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EW1037/,https://iiif.vam.ac.uk/collections/O432306/manifest.json,high
O432256,IS.111-1886,Painting,"Shiva on the bull Nandi, destroying demons.",2011FD8888,ca. 1880,Jaipur,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011FD8888/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011FD8888/,https://iiif.vam.ac.uk/collections/O432256/manifest.json,high
O432255,IS.58-1893,Painting,"Two Indian ladies, one with a drum, the other with a sarangi.",2011EU1091,ca. 1860,Delhi,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2011EU1091/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2011EU1091/,https://iiif.vam.ac.uk/collections/O432255/manifest.json,high
O434095,520V-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434094,520Q-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434093,520P-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434092,520U-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434091,520M-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434090,520G-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434089,520K-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434088,520C-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434087,520D-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434086,520B-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434085,520F-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434084,520J-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434083,520L-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434082,520I-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434081,520N-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434080,520O-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434079,520H-1888,Painting,,2013GL1166,18th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GL1166/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GL1166/,https://iiif.vam.ac.uk/collections/O434079/manifest.json,high
O434078,520S-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434077,520T-1888,Painting,,,late 19th century,,[],THES49620,In store,storage,VA,False,,,,,,
O434076,IS.2:1-1896,Painting,,2009BX4158,ca. 1590-95,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2009BX4158/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2009BX4158/,https://iiif.vam.ac.uk/collections/O434076/manifest.json,high
O434075,290-1871,Painting,Shaikh Salim Chishti,2013GJ1799,ca. 1800,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GJ1799/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GJ1799/,https://iiif.vam.ac.uk/collections/O434075/manifest.json,high
O434074,132:3-1885,Painting,,2013GD6710,second half 17th century,Mughal Empire,[],THES49810,"South Asia, Room 41",display,VA,True,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6710/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6710/,https://iiif.vam.ac.uk/collections/O434074/manifest.json,high
O434073,132:4-1885,Painting,,2013GD6729,second half 17th century,Mughal Empire,[],THES49810,"South Asia, Room 41",display,VA,True,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6729/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6729/,https://iiif.vam.ac.uk/collections/O434073/manifest.json,high
O434072,132:5-1885,Painting,Shah Shuja' Bahadur Khan,2013GD6787,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6787/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6787/,https://iiif.vam.ac.uk/collections/O434072/manifest.json,high
O434071,132:6-1885,Painting,,2013GD6732,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6732/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6732/,https://iiif.vam.ac.uk/collections/O434071/manifest.json,high
O434070,132:7-1885,Painting,Aurangzeb,2013GD6746,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6746/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6746/,https://iiif.vam.ac.uk/collections/O434070/manifest.json,high
O434069,132:8-1885,Painting,Aurangzeb,2013GD6774,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6774/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6774/,https://iiif.vam.ac.uk/collections/O434069/manifest.json,high
O434068,132:10-1885,Painting,,2013GD6717,17th century,Deccan,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6717/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6717/,https://iiif.vam.ac.uk/collections/O434068/manifest.json,high
O434067,132:11-1885,Painting,Aurangzeb,2013GD6718,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6718/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6718/,https://iiif.vam.ac.uk/collections/O434067/manifest.json,high
O434065,132:13-1885,Painting,,2013GD6599,ca. 1700,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6599/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6599/,https://iiif.vam.ac.uk/collections/O434065/manifest.json,high
O434064,132:14-1885,Painting,,2013GD6756,ca. 1700,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6756/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6756/,https://iiif.vam.ac.uk/collections/O434064/manifest.json,high
O434063,132:15-1885,Painting,,2013GD6641,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6641/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6641/,https://iiif.vam.ac.uk/collections/O434063/manifest.json,high
O434062,132:16-1885,Painting,,2013GD6687,18th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6687/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6687/,https://iiif.vam.ac.uk/collections/O434062/manifest.json,high
O434061,132:17-1885,Painting,,2013GD6699,18th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6699/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6699/,https://iiif.vam.ac.uk/collections/O434061/manifest.json,high
O434060,132:18-1885,Painting,,2013GD6597,18th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6597/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6597/,https://iiif.vam.ac.uk/collections/O434060/manifest.json,high
O434059,132:19-1885,Painting,,2013GD6606,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6606/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6606/,https://iiif.vam.ac.uk/collections/O434059/manifest.json,high
O434058,132:20-1885,Painting,,2013GD6654,ca. 1700,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6654/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6654/,https://iiif.vam.ac.uk/collections/O434058/manifest.json,high
O434057,132:21-1885,Painting,,2013GD6783,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6783/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6783/,https://iiif.vam.ac.uk/collections/O434057/manifest.json,high
O434056,132:22-1885,Painting,,2013GD6609,ca. 1700,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6609/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6609/,https://iiif.vam.ac.uk/collections/O434056/manifest.json,high
O434055,132:24-1885,Painting,,2013GD6675,ca. 1700,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6675/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6675/,https://iiif.vam.ac.uk/collections/O434055/manifest.json,high
O434053,132:26-1885,Painting,,2013GD6614,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6614/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6614/,https://iiif.vam.ac.uk/collections/O434053/manifest.json,high
O434052,132:28-1885,Painting,La fille de laire resuscitee et la malade de fluxe de sang guerie,2013GD6668,18th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6668/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6668/,https://iiif.vam.ac.uk/collections/O434052/manifest.json,high
O434051,132:29-1885,Painting,,2013GD6636,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6636/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6636/,https://iiif.vam.ac.uk/collections/O434051/manifest.json,high
O434050,132:30-1885,Painting,,2013GD6601,second half 17th century,Mughal Empire,[],THES49620,In store,storage,VA,False,Unknown,,"https://framemark.vam.ac.uk/collections/2013GD6601/full/!100,100/0/default.jpg",https://framemark.vam.ac.uk/collections/2013GD6601/,https://iiif.vam.ac.uk/collections/O434050/manifest.json,high
